__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SKLAD,GRUPA,STOKA,SER_NO,OLD_VALUTA,OLD_CENA,NEW_VALUTA,NEW_CENA,OLD_VALUE,NEW_VALUE
6447,4,1,6893,2,СКЛАД draft,Демистрър 500,Готов демистър,160226/6,,,L,0.0,,
6447,5,1,6894,2,СКЛАД draft,Демистрър 500,Готов демистър,160226/6,,,L,0.0,,
6447,6,1,6895,2,СКЛАД draft,Демистрър 500,Готов демистър,,M,149.424503,M,148.59,,
6447,7,1,6896,2,,Демистрър 500,Готов демистър,,M,149.424503,M,148.59,,
6447,8,1,6897,2,"Склад производство, 500kW",Демистрър 500,Готов демистър,,M,149.424503,M,148.59,,
6447,9,1,6898,2,Полша,Демистрър 500,Готов демистър,,M,149.424503,M,148.59,,
6447,10,1,6899,2,Брикел,Демистрър 500,Готов демистър,,M,149.424503,M,148.59,,
6447,11,1,6930,2,,Заваръчни Връзки,"Концентричен намалител (60,3х33,7х2) 2``-1``",,,,,,-,
6447,12,1,6932,2,,Консумативи,Други,,,,M,1.0,,
6447,13,1,6933,2,,Консумативи,Други,,,,M,0.0,,
6447,14,1,6934,2,,Консумативи,Други,,,,M,0.0,,
6447,15,1,6970,2,,М6,болт цинк М6х70,,,,,,00933 8801 6 70-,00933 8801 6 70
6447,16,1,6971,2,,М6,шайба цинк  М6,,,,,,00125 0001 6-,00125 0001 6
6447,17,1,6972,2,,М12,"Федер шайба цинк, М12",,,,,,00127 0021 12-,00127 0021 12
6447,18,1,6973,2,,М12,болт цинк  М12х25,,,,,,00933 8801 12 25-,00933 8801 12 25
6447,19,1,6974,2,,М12,гайка цинк М12,,,,,,00934 8001 12-,00934 8001 12
6447,20,1,6975,2,,М12,шайба цинк  М12,,,,,,00125 0001 12-,00125 0001 12
6447,21,1,6976,2,,М16,болт цинк  М16х45,,,,,,00933 8801 16 45-,00933 8801 16 45
6447,22,1,6977,2,,М16,"гайка самоосигурителна, як.10, цинк М16",,,,,,00985 1001 16-,00985 1001 16
6447,23,1,6978,2,,М16,шайба цинк  М16,,,,,,00125 0001 16-,00125 0001 16
6447,24,1,6979,2,СКЛАД draft,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,25,1,6980,2,,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,26,1,6981,2,Склад,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,27,1,6982,2,Инструмент за зав. отдел,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,28,1,6983,2,RND Италия,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,29,1,6984,2,Италия,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
6447,30,1,6985,2,Полша,Електроника,щекер 124-800 (LD) без опаковка,,M,1.59,M,1.649,,
7197,0,1,6986,2,,Електроника,"Магнетвентил мод. 6213, G1`, със задврижка",,,,M,384.0,,
7197,1,1,6987,2,,Електроника,"Магнетвентил мод. 6213, G1`, със задврижка",,,,M,0.0,,
7197,2,1,6988,2,,Електроника,"Магнетвентил мод. 6213, G1`, със задврижка",,,,M,0.0,,
7197,3,1,6999,2,,Електроника,Капак за шина 40х10мм,,,,M,13.74,,
7197,4,1,7000,2,,Електроника,Капак за шина 40х10мм,,,,M,0.0,,
7197,5,1,7001,2,,Електроника,Капак за шина 40х10мм,,,,M,0.0,,
7197,6,1,7003,2,,Електроника,Кл. макркировки хор.`РЕ` (50),,,,M,1.12,,
7197,7,1,7004,2,,Електроника,Кл. макркировки хор.`РЕ` (50),,,,M,0.0,,
7197,8,1,7005,2,,Електроника,Кл. макркировки хор.`РЕ` (50),,,,M,0.0,,
7197,9,1,7007,2,,Електроника,Кл. маркировки хор. 201-250 (50),,,,M,1.12,,
7197,10,1,7008,2,,Електроника,Кл. маркировки хор. 201-250 (50),,,,M,0.0,,
7197,11,1,7009,2,,Електроника,Кл. маркировки хор. 201-250 (50),,,,M,0.0,,
7197,12,1,7011,2,СКЛАД draft,Електроника,Кл. маркировки хор. 1-50 (50),,M,1.11,M,1.12,,
7197,13,1,7012,2,,Електроника,Кл. маркировки хор. 1-50 (50),,L,2.14,M,1.12,,
7197,14,1,7013,2,Склад,Електроника,Кл. маркировки хор. 1-50 (50),,L,2.14,M,1.12,,
7197,15,1,7014,2,Полша,Електроника,Кл. маркировки хор. 1-50 (50),,L,2.14,M,1.12,,
7197,16,1,7015,2,СКЛАД draft,Електроника,Кл. маркировки хор. 51-100 (50),,M,1.11,M,1.12,,
7197,17,1,7016,2,,Електроника,Кл. маркировки хор. 51-100 (50),,L,2.14,M,1.12,,
7197,18,1,7017,2,Склад,Електроника,Кл. маркировки хор. 51-100 (50),,L,2.14,M,1.12,,
7197,19,1,7018,2,Полша,Електроника,Кл. маркировки хор. 51-100 (50),,L,2.14,M,1.12,,
7197,20,1,7019,2,СКЛАД draft,Електроника,Кл. маркировки хор. 101-150 (50),,M,1.11,M,1.12,,
7197,21,1,7020,2,,Електроника,Кл. маркировки хор. 101-150 (50),,L,2.14,M,1.12,,
7197,22,1,7021,2,Склад,Електроника,Кл. маркировки хор. 101-150 (50),,L,2.14,M,1.12,,
7197,23,1,7022,2,Полша,Електроника,Кл. маркировки хор. 101-150 (50),,L,2.14,M,1.12,,
7197,24,1,7023,2,СКЛАД draft,Електроника,Кл. маркировки хор. 151-200 (50),,M,1.11,M,1.12,,
7197,25,1,7024,2,,Електроника,Кл. маркировки хор. 151-200 (50),,L,2.14,M,1.12,,
7197,26,1,7025,2,Склад,Електроника,Кл. маркировки хор. 151-200 (50),,L,2.14,M,1.12,,
7197,27,1,7026,2,Полша,Електроника,Кл. маркировки хор. 151-200 (50),,L,2.14,M,1.12,,
7197,28,1,7027,2,СКЛАД draft,Електроника,Крайна секция YBK 2F,,M,0.33,M,0.34,,
7197,29,1,7028,2,,Електроника,Крайна секция YBK 2F,,L,0.64,M,0.34,,
7197,30,1,7029,2,Склад,Електроника,Крайна секция YBK 2F,,L,0.64,M,0.34,,
7205,0,1,7030,2,Полша,Електроника,Крайна секция YBK 2F,,L,0.64,M,0.34,,
7205,1,1,7031,2,СКЛАД draft,Електроника,Капак за шина 40х10мм,,M,13.74,M,6.87,,
7205,2,1,7032,2,,Електроника,Капак за шина 40х10мм,,M,13.74,M,6.87,,
7205,3,1,7144,2,,Електроника,Съединители 3,,,,,,MJ6-, MJ6
7205,4,1,7183,2,СКЛАД draft,Фитинги на резба.,"полунипел 316, 1`",1,,,M,1.28845554061447,,
7205,5,1,7184,2,СКЛАД draft,Фитинги на резба.,"полунипел 316, 1`",1,,,L,0.0,,
7205,6,1,7185,2,СКЛАД draft,Фитинги на резба.,"полунипел 316, 1`",1,,,L,0.0,,
7205,7,1,7186,2,СКЛАД draft,Фитинги на резба.,"полунипел 316, 1`",1,M,1.28845554061447,M,1.28845554061447,,
7205,8,1,7187,2,Брикел,Фитинги на резба.,"полунипел 316, 1`",1,M,1.28845554061447,M,1.28845554061447,,
7205,9,1,7188,2,Брикел,Фитинги на резба.,"полунипел 316, 1`",,M,1.28845554061447,M,1.29,,
7205,10,1,7189,2,,Фитинги на резба.,"полунипел 316, 1`",,L,2.52,M,1.29,,
7205,11,1,7190,2,Склад,Фитинги на резба.,"полунипел 316, 1`",,L,2.52,M,1.29,,
7205,12,1,7191,2,СКЛАД draft,Фитинги на резба.,"полунипел 316, 1`",,M,1.28845554061447,M,1.29,,
7205,13,1,7204,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946254,,,M,384.0,,
7205,14,1,7205,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946254,,,M,0.0,,
7205,15,1,7206,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946254,,,M,0.0,,
7205,16,1,7207,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946256,,,M,384.0,,
7205,17,1,7208,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946256,,,M,0.0,,
7205,18,1,7209,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946256,,,M,0.0,,
7205,19,1,7210,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946253,,,M,384.0,,
7205,20,1,7211,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946253,,,M,0.0,,
7205,21,1,7212,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946253,,,M,0.0,,
7205,22,1,7213,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946255,,,M,384.0,,
7205,23,1,7214,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946255,,,M,0.0,,
7205,24,1,7215,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946255,,,M,0.0,,
7205,25,1,7216,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946252,,,M,384.0,,
7205,26,1,7217,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946252,,,M,0.0,,
7205,27,1,7218,2,СКЛАД draft,Електроника,"Магнетвентил мод. 6213, G1`, с бобина",946252,,,M,0.0,,
7205,28,1,7268,2,,Консумативи,Смола за дейонизатор,,,,,,-,
7205,29,1,7284,2,,Фитинги на резба.,"Холендър м/ж 316, 1`",,,,M,1.0,,
7256,0,1,7285,2,,Фитинги на резба.,"Холендър м/ж 316, 1`",,,,M,0.0,,
7256,1,1,7286,2,,Фитинги на резба.,"Холендър м/ж 316, 1`",,,,M,0.0,,
7256,2,1,7302,2,,Фланцови Връзки,Фланец плосък 304 T8 PN16 DN25,,,,,,102936-,102936
7256,3,1,7305,2,,Фланцови Връзки,Фланец плосък 304 T10 PN16 DN50,,,,,,102939-,102939
7256,4,1,7306,2,,Фланцови Връзки,Фланец плосък 304 T10 PN16 DN40,,,,,,102938-,102938
7256,5,1,7312,2,,Електроника,Платка GI4CINC1,,,,M,0.2759,,
7256,6,1,7313,2,,Електроника,Платка GI4CINC1,,,,M,0.0,,
7256,7,1,7314,2,,Електроника,Платка GI4CINC1,,,,M,0.0,,
7256,8,1,7316,2,,Електроника,Платка GI4CINC1,,M,0.2759,M,0.28,,
7256,9,1,7318,2,,Производствен цех - инструменти,Нитачка BRALO,,,,M,12.848,,
7256,10,1,7319,2,,Производствен цех - инструменти,Нитачка BRALO,,,,M,0.0,,
7256,11,1,7320,2,,Производствен цех - инструменти,Нитачка BRALO,,,,M,0.0,,
7256,12,1,7322,2,,Производствен цех - инструменти,Нитачка BRALO,,M,12.848,M,12.85,,
7256,13,1,7323,2,,Консумативи,Попнитове 4х10,,,,M,0.031,,
7256,14,1,7324,2,,Консумативи,Попнитове 4х10,,,,M,0.0,,
7256,15,1,7325,2,,Консумативи,Попнитове 4х10,,,,M,0.0,,
7256,16,1,7327,2,,Консумативи,Попнитове 4х10,,M,0.031,M,0.03,,
7256,17,1,7328,2,,Консумативи,"Попнитове 4,8х10",,,,M,0.37,,
7256,18,1,7329,2,,Консумативи,"Попнитове 4,8х10",,,,M,0.0,,
7256,19,1,7330,2,,Консумативи,"Попнитове 4,8х10",,,,M,0.0,,
7256,20,1,7332,2,,Консумативи,Попнитове 3х10,,,,M,0.027,,
7256,21,1,7333,2,,Консумативи,Попнитове 3х10,,,,M,0.0,,
7256,22,1,7334,2,,Консумативи,Попнитове 3х10,,,,M,0.0,,
7256,23,1,7336,2,,Консумативи,Попнитове 3х10,,M,0.027,M,0.03,,
7256,24,1,7337,2,,Консумативи,Скоби за водни съединения,,,,M,0.208,,
7256,25,1,7338,2,,Консумативи,Скоби за водни съединения,,,,M,0.0,,
7256,26,1,7339,2,,Консумативи,Скоби за водни съединения,,,,M,0.0,,
7256,27,1,7341,2,,Консумативи,Скоби за водни съединения,,M,0.208,M,0.21,,
7256,28,1,7342,2,,Връзки РР,"Вътрешно редуктивен нипел, месинг-хром",,,,M,1.432,,
7256,29,1,7343,2,,Връзки РР,"Вътрешно редуктивен нипел, месинг-хром",,,,M,0.0,,
7256,30,1,7344,2,,Връзки РР,"Вътрешно редуктивен нипел, месинг-хром",,,,M,0.0,,
7256,31,1,7346,2,,Връзки РР,"Вътрешно редуктивен нипел, месинг-хром",,M,1.432,M,1.43,,
7256,32,1,7347,2,СКЛАД draft,Консумативи,"Попнитове 4,8х10",,M,0.37,M,0.04,,
7256,33,1,7348,2,,Консумативи,"Попнитове 4,8х10",,M,0.37,M,0.04,,
7256,34,1,7360,2,,Електтролизьор,"Перфорирана ламарина, кръгове 1000х2000х0.5",,,,,,00721431-,00721431
7266,0,1,7364,2,,Метални Елементи,Лист неръждаема стомана 316L - 5х1250х2500,,,,,,193101-,193101
7266,1,1,7472,2,,Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI,,,,M,3518.0,,
7266,2,1,7473,2,,Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI,,,,M,0.0,,
7266,3,1,7474,2,,Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI,,,,M,0.0,,
7266,4,1,7476,2,,Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,,,M,0.0,,
7266,5,1,7477,2,,Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,,,M,0.0,,
7266,6,1,7478,2,,Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,,,M,0.0,,
7266,7,1,7480,2,,Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,M,0.0,M,6230.0,,
7266,8,1,7519,2,СКЛАД draft,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",10149208,,,M,238.67,,
7266,9,1,7520,2,СКЛАД draft,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",10149208,,,L,0.0,,
7266,10,1,7521,2,СКЛАД draft,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",10149208,,,L,0.0,,
7266,11,1,7522,2,СКЛАД draft,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",,M,242.935224431571,M,238.67,,
7266,12,1,7523,2,,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",,M,242.935224431571,M,238.67,,
7266,13,1,7524,2,Склад,Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",,M,242.935224431571,M,238.67,,
7266,14,1,7525,2,"Склад 3, 10/30kW",Устройства.,"Предпазен вентил 1216 НРЖ, PN40  1``-1``",,M,242.935224431571,M,238.67,,
7266,15,1,7531,2,,Консумативи,Комплект плунжер/мембрана,,,,M,57.26,,
7266,16,1,7532,2,,Консумативи,Комплект плунжер/мембрана,,,,M,0.0,,
7266,17,1,7533,2,,Консумативи,Комплект плунжер/мембрана,,,,M,0.0,,
7266,18,1,7537,2,СКЛАД draft,Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,19,1,7538,2,,Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,20,1,7539,2,Склад,Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,21,1,7540,2,"Склад производство, 500kW",Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,22,1,7541,2,Италия,Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,23,1,7542,2,Брикел,Електтролизьор,Гумен лист 6/1200мм EPDM,,M,55.219524,M,58.53,,
7266,24,1,7549,2,СКЛАД draft,Тръби.,Тръба шевна 304L (33.7x2) 1``,,M,11.544928,M,6.44,,
7266,25,1,7550,2,,Тръби.,Тръба шевна 304L (33.7x2) 1``,,M,11.544928,M,6.44,,
7266,26,1,7551,2,Склад,Тръби.,Тръба шевна 304L (33.7x2) 1``,,M,11.544928,M,6.44,,
7266,27,1,7552,2,"Склад производство, 500kW",Тръби.,Тръба шевна 304L (33.7x2) 1``,,M,11.544928,M,6.44,,
7266,28,1,7553,2,Полша,Тръби.,Тръба шевна 304L (33.7x2) 1``,,M,11.544928,M,6.44,,
7310,0,1,7555,2,,Заваръчни Връзки,"Концентричен намалител 304, зав. 48.3х33.7х2",,,,M,3.81,,
7310,1,1,7556,2,,Заваръчни Връзки,"Концентричен намалител 304, зав. 48.3х33.7х2",,,,M,0.0,,
